start_time,end_time,words
960,980,Whoa . Oh my god . Oh yeah . Do not get this on a date . This is the first one I actually feel the spice go
980,1000,"down my esophagus . The way I 'm gon na beat YB is I 'm only having water . It 's got a kick to it , you know ? I feel like I just went to a dentist they numbed my tongue . Oh yeah , my mouth is just drooling . Same . Let 's go . Let 's go back in . You got this girl . Do n't give up now . I will say you are n't the waterfall that Eugene is right now ."
1000,1020,"That is so Oh my god . So spicy . It 's like that "" Key and Peele "" episode we 're his just sweating balls . So spicy but it makes me feel so good . You should open up early on Sunday and call it Sunday service . And let people see God . Oh boy . My tongue is made up of metal . Clang , clang ."
1020,1040,"This like swallowing fire and hell . It 's literally like lava is going down my belly . I feel like I 'm seeing a whole another level of spirituality Oh no , do n't wipe your eyes . Well . Starting to get full . I 'm full too . I 'm really full . I 'm not full . See , I"
1040,1060,"wish I wish you had my stomach and I have your mouth . Oh no . now we would just be both be it , it would be mixed up . I 'm really , really , not doing good . I 'm debating whether to finish or not . I do n't know if I can . I 'm officially tapping out . As Zack advised I 'm gon na quit . I think I"
1060,1080,"did pretty good . You did well . You 've been amazing . I ca n't anymore . Wow , way to go . Way to go Alexandria . I will say what is limiting me right now is my stomach volume . So I am going to take a pinch of the ghost pepper . What ? And count ... No , Ned . I 'm making my own"
1080,1100,"challenge YB . Ned loves bad ideas . Do n't use your fingers . Oh my god . Yes , yes Ned . Do n't back down now . Oh my god . What do you see ?"
1100,1120,"I wanna get further away . Euphoria ! I feel like I 'm looking through a kaleidoscope right now . My entire vision is just doing this . Click , click ."
1120,1140,"I 'll have what I 'm having . Are you gon na finish it ? I have to beat YB . Do n't know if she 's gon na be at the same place as me . I just died . But if I finish this that means YB has to finish the whole bowl . You can do it YB . We believe in you . Wow , wow . You 're a hero , you 're a hero . Show us what you got . YB ,"
1140,1160,"this is for you . Go Eugene , go . I 'm done . Okay . There 's no more noodles . Alright . Look at him , look at him . Eugene , YB and Ned all surpassed all expectations . Ned did exactly what we thought he 'd do though with making"
1160,1180,"a terrible decision . I do n't like I just run a marathon and made love at the same time . Like I need cigarette and I do n't smoke . Well , I 'm proud of us . All of us got passed level five . Yeah . Zendaya is me . And you have reached chi . Bravo to the team at"
1180,1200,"Killer Noodle . You guys have made a spectacular product . There 's some in here for everybody . It truly is painful , delicious , and spicy . That is equilibrium . Everything is Math . A perfect amount of both"
1200,1220,"spices . The stinging spice , the numbing spice . Ah ."
