start_time,end_time,words
380,400,"out . Are you out ? I 'm out . How do you feel ? Do you think that was fair ? Doing the ... No . Did you say no ? No , it 's not fair ! I do n't think anybody had , like , an upper - hand in that . I 'm a be hella mean . I 'm gon na be so mean . Whoa ! Okay . Drama ! Lets make it interesting . So we 're not gon na listen to the"
400,420,"couch , right guys ? Who 's the leader here ? Nina . I feel like it 's the three of us . Nina . Nina ! Nina ! Are you hearing the couch ? Yeah , I hear it very well . Yeah . Well I think you 're saying that because in the very beginning , I was like , "" Let 's do challenges . "" No , I 'm not saying that because of that . You keep"
420,440,"influencing everyone . How ? How am I influencing people ? I think she 's just trying to make everything work . Is it cool if we just stop getting input from the couch for a little bit ? 'Cause this is between-- in conclusion of us five . Do people agree ? That 's a fair point . I agree . Yeah . Okay . Are we starting the next round yet , or not yet ? I 'm gon na start it now . What was your reasoning again , NJ ? Pay"
440,460,"for my IB testing . EJ , what about you ? What are you gon na do with the money for your girlfriend ? I was gon na take her out probably to a nice dinner . She has like some car insurance that she needs to pay off . So , I would help her with that . If he needs it for his girlfriend , then I think his girlfriend would 've been a better candidate to come on the set . But that 's the thing , like , that was n't my"
460,480,"reason . My reason was-- School fees , right ? It 's a lot deeper than what I said , but I do n't want to get into it . Yeah , same . I understand . I have to pay for school stuff , but the reasoning underneath that is that my family also ca n't pay for it . And it 's stuff that I ... Like , nobody knows . And I 'm not allowed to talk about . So I literally , even though I want to use it as a reason , because it is"
480,500,"valid , like , I ca n't . So , can we think of anything else we can do that 's like-- Honestly , just vote someone out ! Red light , green light ! Red light , green light ! What can we do , EJ ? Shit , I do n't know . You wanna do something physical , something like a quiz ? That quiz sounds pretty ... Yeah , we can do like a quiz on-- Can I quiz you on ocean facts ? Ocean facts ! What about"
500,520,"writing down in the bowl like we did in the first round ? You wanna do that ? Writing down what ? We can do that ! Yeah ! Based off of what ? You know ? Just like how we feel . Just in general ? Okay . NJ . NJ . No , that's-- Oh , that 's EJ . Sorry . Oh , that 's confusing . Yeah . NJ . EJ ."
520,540,"What ? Oh my gosh . EJ . Oh , man . All right . You were really nice . I really liked you . EJ ! Come join us ! Okay , not to be weird but like-- Asian gang ! Asian gang ! How you doing ? It sucks ! It does , like I 'm not ' finna cap . It sucks . But , they"
540,560,"chose . Are you guys ready ? Think of something fun , creative , outside of the box , that we can-- How about the drawing contest ? All right , let 's have a drawing contest then ! And then are we voting ? Or who 's voting ? Let 's have the couch vote . No , because they have their preferences . No , but you shuffle it so we do n't know who 's it is . Oh ! That 's a good idea . Yeah , let 's do that ! Okay that 's fair . Wait , what are we gon na draw ?"
560,580,"Let them decide . Draw , like , an octopus . Okay ! God dang it ! I messed up already ! You guys wanna play like , rock , paper , scissors together ? I 'm chilling . This is also probably how like , children would decide . We 're literally children . This is gon na be the best damn"
580,600,"octopus I 've ever drawn . So , how 's your girlfriend ? Oh , come on , dog . Are we done ? Are we ready ? I 'm ready . Okay , this one . That 's cute ! It has little blush and little kawaii cheeks . Ollie the Octo is hungry . The oct--"
600,620,"The next octopus-- To be honest , it 's a little scary . The eyes are like-- To be honest it 's really-- It 's kinda creeping me out . And then this one . It 's another little creepy one . No , it 's all right . Actually , the eyes are kind of on point though . 'Cause they do kinda come out . So the one that we picked-- I already see it . For the loser , is the scary"
620,640,"one . Okay . I 'm out ! Aw ! I 'm sorry ! I 'm so sorry . I feel really bad . Hi , guys ! I have a stomachache , oh my god . How do you guys feel about that ? Like how we did that last voting ? I liked it . But I also did n't like it . It was fair . You guys think this round was more fair than the previous rounds ?"
640,660,"Yeah , for sure . Did you want me out ? Did you want me out ? No ! Actually , most of the people that I want in the final three are there , but just like , not all of them . What 'd you say ? I said most of the people on the couch right now are what I wanted on the final three . Aw ! Most . Most . Most ? One of you are n't my"
660,680,"favorite . I 'm going to start this final round . You have to decide who 's the one person that leaves with the money . What were you going to say ? I feel like we should ... For this last round we should like ... You know , obviously state our opinions . You guys want our opinions ? Or no ? No ? As long as we do n't know if they 're singling one of us out , or something then I think that 's fair . Okay , yeah . We 'll"
680,700,"hear it . Sure . I 'd say Heather . I do n't know , you just like , have an impact on me . Yeah , what do you think , EJ ? Uh , I would say Heather too . Do n't take it as like , pity . Like , "" They 're pitying me ! "" It 's like if you need it , you need it . I would also say Heather . I honestly think that she needs it . Earlier I said"
700,720,"Heather , so I 'm gon na keep that decision . Hearing everyone 's opinion and everyone 's stories , I can not can compare myself to what you two are going through . I live in a city where there 's a lot of things accessible . I have a job , you know ? I have great supporting parents , so I just"
720,740,"want ... I wanna vote myself off . Just because you guys deserve a lot more than I do . I 'm definitely going to vote but , it 's gon na be kinda hard . So , I 'm opting myself out ! I 'm just gon na sit over here . So like , specifically , what are you going to use the money for ? 'Cause I know you have like , a lot of stuff going on . I would probably use really it for a car because my main thing is"
740,760,"transportation and getting around . Because for school ... That 's like , for getting there , 10 bucks . For getting back , 10 bucks . For going to work , 10 bucks . It 's a lot of money . Yeah . Going straight to transportation when I could be using it for better things . Like for school . How many hours do you work ? Upwards of 30 . Okay , so you work like , a full job and then you also do school on top of that . So you probably work that"
760,780,"many hours because you have to . To pay for like , for food , and your transportation , and stuff . I mean , I 'm going to give it to Heather if you are . I 'm pretty cool with that . Yeah . I 'm totally fine . I think we 're going to give it to Heather . I just feel really bad . This is not pity thing . This is obviously a really big need , so . Yeah . Yeah ! We 're set ."
780,800,"Can we do a group hug ? Yeah ! Can we all do a group hug ? Thank you ! How was this experience for you guys ? It was a lot more than I anticipated . Well , it 's not an easy thing to do to be like , "" This is why I should get money , "" and none of you guys should get money . "" It"
800,820,"'s just like a weird situation to be in . Yeah . Did anything surprise you about your behavior today ? Yeah . I was really mean and I was n't expecting that . I had a lot of rage and I do n't usually have that much rage . So , It kinda just surprised me . I did n't know I 'd be so vulnerable . And like I 'm not an emotional person . So like , it was a good thing . When you need something really bad ,"
820,840,"you 're willing to sacrifice what you ... What you usually do . I 'd say . Oh my god . Dinner is on me , you guys ! McDonald 's for everyone !"
